"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"1984","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","Romania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","Finland","Current prices, euro per capita","Gross domestic product at market prices","13,780",""
"1984","Sweden","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","Norway","Current prices, euro per capita","Gross domestic product at market prices","19,060",""
"1984","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","Albania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1984","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Denmark","Current prices, euro per capita","Gross domestic product at market prices","16,190",""
"1985","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Greece","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Spain","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","France","Current prices, euro per capita","Gross domestic product at market prices","12,910",""
"1985","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Italy","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Malta","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Austria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Poland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Romania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Finland","Current prices, euro per capita","Gross domestic product at market prices","15,050",""
"1985","Sweden","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Norway","Current prices, euro per capita","Gross domestic product at market prices","20,800",""
"1985","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Albania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1985","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Denmark","Current prices, euro per capita","Gross domestic product at market prices","17,540",""
"1986","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Greece","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Spain","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","France","Current prices, euro per capita","Gross domestic product at market prices","13,800",""
"1986","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Italy","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Malta","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Austria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Poland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Romania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Finland","Current prices, euro per capita","Gross domestic product at market prices","15,220",""
"1986","Sweden","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Norway","Current prices, euro per capita","Gross domestic product at market prices","19,190",""
"1986","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Albania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1986","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Denmark","Current prices, euro per capita","Gross domestic product at market prices","18,510",""
"1987","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Greece","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Spain","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","France","Current prices, euro per capita","Gross domestic product at market prices","14,150",""
"1987","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Italy","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Malta","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Austria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Poland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Romania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Finland","Current prices, euro per capita","Gross domestic product at market prices","16,120",""
"1987","Sweden","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Norway","Current prices, euro per capita","Gross domestic product at market prices","19,530",""
"1987","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Albania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1987","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Denmark","Current prices, euro per capita","Gross domestic product at market prices","19,070",""
"1988","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Greece","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Spain","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","France","Current prices, euro per capita","Gross domestic product at market prices","14,980",""
"1988","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Italy","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Malta","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Austria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Poland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Romania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Finland","Current prices, euro per capita","Gross domestic product at market prices","18,650",""
"1988","Sweden","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Norway","Current prices, euro per capita","Gross domestic product at market prices","20,490",""
"1988","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Albania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1988","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Denmark","Current prices, euro per capita","Gross domestic product at market prices","19,890",""
"1989","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Greece","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Spain","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","France","Current prices, euro per capita","Gross domestic product at market prices","16,070",""
"1989","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Italy","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Malta","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Austria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Poland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Romania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Finland","Current prices, euro per capita","Gross domestic product at market prices","21,780",""
"1989","Sweden","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Norway","Current prices, euro per capita","Gross domestic product at market prices","22,050",""
"1989","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Albania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1989","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Denmark","Current prices, euro per capita","Gross domestic product at market prices","21,190",""
"1990","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Greece","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Spain","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","France","Current prices, euro per capita","Gross domestic product at market prices","17,160",""
"1990","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Italy","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Malta","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Austria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Poland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Romania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Finland","Current prices, euro per capita","Gross domestic product at market prices","22,340",""
"1990","Sweden","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Norway","Current prices, euro per capita","Gross domestic product at market prices","22,240",""
"1990","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Albania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Denmark","Current prices, euro per capita","Gross domestic product at market prices","21,850",""
"1991","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","18,910",""
"1991","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Greece","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Spain","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","France","Current prices, euro per capita","Gross domestic product at market prices","17,540",""
"1991","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Italy","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Malta","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Austria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Poland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Romania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Finland","Current prices, euro per capita","Gross domestic product at market prices","20,600",""
"1991","Sweden","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Norway","Current prices, euro per capita","Gross domestic product at market prices","23,120",""
"1991","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Albania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1991","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Denmark","Current prices, euro per capita","Gross domestic product at market prices","22,860",""
"1992","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","20,470",""
"1992","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Greece","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Spain","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","France","Current prices, euro per capita","Gross domestic product at market prices","18,410",""
"1992","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Italy","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Malta","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Austria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Poland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Romania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Finland","Current prices, euro per capita","Gross domestic product at market prices","17,220",""
"1992","Sweden","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Norway","Current prices, euro per capita","Gross domestic product at market prices","23,590",""
"1992","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Albania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1992","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Denmark","Current prices, euro per capita","Gross domestic product at market prices","23,560",""
"1993","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","21,850",""
"1993","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Greece","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Spain","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","France","Current prices, euro per capita","Gross domestic product at market prices","19,110",""
"1993","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Italy","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Malta","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Austria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Poland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Romania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Finland","Current prices, euro per capita","Gross domestic product at market prices","15,020",""
"1993","Sweden","Current prices, euro per capita","Gross domestic product at market prices","20,840",""
"1993","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Norway","Current prices, euro per capita","Gross domestic product at market prices","23,870",""
"1993","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Albania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Belgium","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Czechia","Current prices, euro per capita","Gross domestic product at market prices",":",""
