"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2014","San Marino","Median age of population - females",":",""
"2014","San Marino","Median age of population",":",""
"2014","San Marino","Median age of population - males",":",""
"2014","Ukraine","Median age of population - females","43.0",""
"2014","Ukraine","Median age of population","39.8",""
"2014","Ukraine","Median age of population - males","36.6",""
"2014","Armenia","Median age of population - females",":",""
"2014","Armenia","Median age of population",":",""
"2014","Armenia","Median age of population - males",":",""
"2014","Azerbaijan","Median age of population - females","31.3",""
"2014","Azerbaijan","Median age of population","30.1",""
"2014","Azerbaijan","Median age of population - males","28.9",""
"2014","Georgia","Median age of population - females","40.0",""
"2014","Georgia","Median age of population","37.5",""
"2014","Georgia","Median age of population - males","34.9",""
"2015","Belgium","Median age of population - females","42.5",""
"2015","Belgium","Median age of population","41.4",""
"2015","Belgium","Median age of population - males","40.3",""
"2015","Bulgaria","Median age of population - females","45.5",""
"2015","Bulgaria","Median age of population","43.4",""
"2015","Bulgaria","Median age of population - males","41.4",""
"2015","Czechia","Median age of population - females","42.5",""
"2015","Czechia","Median age of population","41.1",""
"2015","Czechia","Median age of population - males","40.0",""
"2015","Denmark","Median age of population - females","42.4",""
"2015","Denmark","Median age of population","41.5",""
"2015","Denmark","Median age of population - males","40.5",""
"2015","Germany (until 1990 former territory of the FRG)","Median age of population - females","47.1",""
"2015","Germany (until 1990 former territory of the FRG)","Median age of population","45.9",""
"2015","Germany (until 1990 former territory of the FRG)","Median age of population - males","44.6",""
"2015","Germany including former GDR","Median age of population - females","47.1",""
"2015","Germany including former GDR","Median age of population","45.9",""
"2015","Germany including former GDR","Median age of population - males","44.6",""
"2015","Estonia","Median age of population - females","44.7","b"
"2015","Estonia","Median age of population","41.4","b"
"2015","Estonia","Median age of population - males","38.1","b"
"2015","Ireland","Median age of population - females","36.6",""
"2015","Ireland","Median age of population","36.2",""
"2015","Ireland","Median age of population - males","35.8",""
"2015","Greece","Median age of population - females","44.8",""
"2015","Greece","Median age of population","43.4",""
"2015","Greece","Median age of population - males","42.1",""
"2015","Spain","Median age of population - females","43.4",""
"2015","Spain","Median age of population","42.3",""
"2015","Spain","Median age of population - males","41.3",""
"2015","France","Median age of population - females","42.3",""
"2015","France","Median age of population","41.0",""
"2015","France","Median age of population - males","39.5",""
"2015","France (metropolitan)","Median age of population - females",":",""
"2015","France (metropolitan)","Median age of population",":",""
"2015","France (metropolitan)","Median age of population - males",":",""
"2015","Croatia","Median age of population - females","45.0",""
"2015","Croatia","Median age of population","42.8",""
"2015","Croatia","Median age of population - males","40.7",""
"2015","Italy","Median age of population - females","46.4",""
"2015","Italy","Median age of population","45.1",""
"2015","Italy","Median age of population - males","43.7",""
"2015","Cyprus","Median age of population - females","37.9",""
"2015","Cyprus","Median age of population","37.0",""
"2015","Cyprus","Median age of population - males","36.0",""
"2015","Latvia","Median age of population - females","46.3",""
"2015","Latvia","Median age of population","42.7",""
"2015","Latvia","Median age of population - males","38.9",""
"2015","Lithuania","Median age of population - females","45.9",""
"2015","Lithuania","Median age of population","42.7",""
"2015","Lithuania","Median age of population - males","39.0",""
"2015","Luxembourg","Median age of population - females","39.8",""
"2015","Luxembourg","Median age of population","39.3",""
"2015","Luxembourg","Median age of population - males","38.7",""
"2015","Hungary","Median age of population - females","44.0",""
"2015","Hungary","Median age of population","41.6",""
"2015","Hungary","Median age of population - males","39.6",""
"2015","Malta","Median age of population - females","41.9",""
"2015","Malta","Median age of population","40.5",""
"2015","Malta","Median age of population - males","39.3",""
"2015","Netherlands","Median age of population - females","43.0",""
"2015","Netherlands","Median age of population","42.2",""
"2015","Netherlands","Median age of population - males","41.4",""
"2015","Austria","Median age of population - females","44.3",""
"2015","Austria","Median age of population","43.0",""
"2015","Austria","Median age of population - males","41.7",""
"2015","Poland","Median age of population - females","41.4",""
"2015","Poland","Median age of population","39.6",""
"2015","Poland","Median age of population - males","37.9",""
"2015","Portugal","Median age of population - females","45.1",""
"2015","Portugal","Median age of population","43.5",""
"2015","Portugal","Median age of population - males","41.9",""
"2015","Romania","Median age of population - females","42.9",""
"2015","Romania","Median age of population","41.0",""
"2015","Romania","Median age of population - males","39.5",""
"2015","Slovenia","Median age of population - females","44.5",""
"2015","Slovenia","Median age of population","42.8",""
"2015","Slovenia","Median age of population - males","41.3",""
"2015","Slovakia","Median age of population - females","40.6",""
"2015","Slovakia","Median age of population","39.0",""
"2015","Slovakia","Median age of population - males","37.6",""
"2015","Finland","Median age of population - females","44.2",""
"2015","Finland","Median age of population","42.4",""
"2015","Finland","Median age of population - males","40.7",""
"2015","Sweden","Median age of population - females","42.0",""
"2015","Sweden","Median age of population","40.9",""
"2015","Sweden","Median age of population - males","40.0",""
"2015","Iceland","Median age of population - females","36.5",""
"2015","Iceland","Median age of population","35.8",""
"2015","Iceland","Median age of population - males","35.2",""
"2015","Liechtenstein","Median age of population - females","43.7",""
"2015","Liechtenstein","Median age of population","42.9",""
"2015","Liechtenstein","Median age of population - males","42.0",""
"2015","Norway","Median age of population - females","39.9",""
"2015","Norway","Median age of population","39.1",""
"2015","Norway","Median age of population - males","38.4",""
"2015","Switzerland","Median age of population - females","43.2",""
"2015","Switzerland","Median age of population","42.2",""
"2015","Switzerland","Median age of population - males","41.2",""
"2015","United Kingdom","Median age of population - females","41.1",""
"2015","United Kingdom","Median age of population","40.0",""
"2015","United Kingdom","Median age of population - males","38.8",""
"2015","Montenegro","Median age of population - females","39.1",""
"2015","Montenegro","Median age of population","37.7",""
"2015","Montenegro","Median age of population - males","36.2",""
"2015","North Macedonia","Median age of population - females","38.4",""
"2015","North Macedonia","Median age of population","37.4",""
"2015","North Macedonia","Median age of population - males","36.5",""
"2015","Albania","Median age of population - females","36.2",""
"2015","Albania","Median age of population","34.7",""
"2015","Albania","Median age of population - males","33.3",""
"2015","Serbia","Median age of population - females","44.8",""
"2015","Serbia","Median age of population","43.0",""
"2015","Serbia","Median age of population - males","41.2",""
"2015","Turkey","Median age of population - females","31.4",""
"2015","Turkey","Median age of population","30.7",""
"2015","Turkey","Median age of population - males","30.1",""
"2015","Andorra","Median age of population - females",":",""
"2015","Andorra","Median age of population",":",""
"2015","Andorra","Median age of population - males",":",""
"2015","Belarus","Median age of population - females","42.6",""
"2015","Belarus","Median age of population","39.5",""
"2015","Belarus","Median age of population - males","36.3",""
"2015","Bosnia and Herzegovina","Median age of population - females",":",""
"2015","Bosnia and Herzegovina","Median age of population",":",""
"2015","Bosnia and Herzegovina","Median age of population - males",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - females",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - males",":",""
"2015","Moldova","Median age of population - females","37.4",""
"2015","Moldova","Median age of population","35.5",""
"2015","Moldova","Median age of population - males","33.7",""
"2015","Monaco","Median age of population - females",":",""
"2015","Monaco","Median age of population",":",""
"2015","Monaco","Median age of population - males",":",""
"2015","Russia","Median age of population - females",":",""
"2015","Russia","Median age of population",":",""
"2015","Russia","Median age of population - males",":",""
"2015","San Marino","Median age of population - females",":",""
"2015","San Marino","Median age of population",":",""
"2015","San Marino","Median age of population - males",":",""
"2015","Ukraine","Median age of population - females","43.2",""
"2015","Ukraine","Median age of population","40.0",""
"2015","Ukraine","Median age of population - males","36.8",""
"2015","Armenia","Median age of population - females","36.0",""
"2015","Armenia","Median age of population","34.0",""
"2015","Armenia","Median age of population - males","32.0",""
"2015","Azerbaijan","Median age of population - females","31.7",""
"2015","Azerbaijan","Median age of population","30.5",""
"2015","Azerbaijan","Median age of population - males","29.2",""
"2015","Georgia","Median age of population - females","39.9",""
"2015","Georgia","Median age of population","37.4",""
"2015","Georgia","Median age of population - males","34.8",""
"2016","Belgium","Median age of population - females","42.6",""
"2016","Belgium","Median age of population","41.4",""
"2016","Belgium","Median age of population - males","40.3",""
"2016","Bulgaria","Median age of population - females","45.8",""
"2016","Bulgaria","Median age of population","43.6",""
"2016","Bulgaria","Median age of population - males","41.7",""
"2016","Czechia","Median age of population - females","42.8",""
"2016","Czechia","Median age of population","41.5",""
"2016","Czechia","Median age of population - males","40.4",""
"2016","Denmark","Median age of population - females","42.5",""
"2016","Denmark","Median age of population","41.5",""
"2016","Denmark","Median age of population - males","40.6",""
"2016","Germany (until 1990 former territory of the FRG)","Median age of population - females","47.2",""
"2016","Germany (until 1990 former territory of the FRG)","Median age of population","45.8",""
"2016","Germany (until 1990 former territory of the FRG)","Median age of population - males","44.3",""
"2016","Germany including former GDR","Median age of population - females","47.2",""
"2016","Germany including former GDR","Median age of population","45.8",""
"2016","Germany including former GDR","Median age of population - males","44.3",""
"2016","Estonia","Median age of population - females","44.9",""
"2016","Estonia","Median age of population","41.6",""
"2016","Estonia","Median age of population - males","38.3",""
"2016","Ireland","Median age of population - females","36.9",""
"2016","Ireland","Median age of population","36.5",""
"2016","Ireland","Median age of population - males","36.1",""
"2016","Greece","Median age of population - females","45.2",""
"2016","Greece","Median age of population","43.9",""
"2016","Greece","Median age of population - males","42.5",""
"2016","Spain","Median age of population - females","43.9",""
"2016","Spain","Median age of population","42.8",""
"2016","Spain","Median age of population - males","41.7",""
"2016","France","Median age of population - females","42.6",""
"2016","France","Median age of population","41.2",""
"2016","France","Median age of population - males","39.7",""
"2016","France (metropolitan)","Median age of population - females",":",""
"2016","France (metropolitan)","Median age of population",":",""
"2016","France (metropolitan)","Median age of population - males",":",""
"2016","Croatia","Median age of population - females","45.2",""
"2016","Croatia","Median age of population","43.0",""
"2016","Croatia","Median age of population - males","40.9",""
"2016","Italy","Median age of population - females","46.9",""
"2016","Italy","Median age of population","45.5",""
"2016","Italy","Median age of population - males","44.1",""
"2016","Cyprus","Median age of population - females","38.0",""
"2016","Cyprus","Median age of population","37.2",""
"2016","Cyprus","Median age of population - males","36.3",""
"2016","Latvia","Median age of population - females","46.5",""
"2016","Latvia","Median age of population","42.9",""
"2016","Latvia","Median age of population - males","39.1",""
"2016","Lithuania","Median age of population - females","46.2",""
"2016","Lithuania","Median age of population","43.1",""
"2016","Lithuania","Median age of population - males","39.3",""
"2016","Luxembourg","Median age of population - females","39.8",""
"2016","Luxembourg","Median age of population","39.3",""
"2016","Luxembourg","Median age of population - males","38.8",""
"2016","Hungary","Median age of population - females","44.2",""
"2016","Hungary","Median age of population","41.9",""
"2016","Hungary","Median age of population - males","40.0",""
"2016","Malta","Median age of population - females","41.8",""
"2016","Malta","Median age of population","40.5",""
"2016","Malta","Median age of population - males","39.4",""
"2016","Netherlands","Median age of population - females","43.3",""
"2016","Netherlands","Median age of population","42.4",""
"2016","Netherlands","Median age of population - males","41.5",""
"2016","Austria","Median age of population - females","44.3",""
"2016","Austria","Median age of population","43.0",""
"2016","Austria","Median age of population - males","41.5",""
"2016","Poland","Median age of population - females","41.7",""
"2016","Poland","Median age of population","39.9",""
"2016","Poland","Median age of population - males","38.2",""
"2016","Portugal","Median age of population - females","45.5",""
"2016","Portugal","Median age of population","44.0",""
"2016","Portugal","Median age of population - males","42.4",""
"2016","Romania","Median age of population - females","43.1",""
"2016","Romania","Median age of population","41.4",""
"2016","Romania","Median age of population - males","39.9",""
"2016","Slovenia","Median age of population - females","44.8",""
"2016","Slovenia","Median age of population","43.2",""
"2016","Slovenia","Median age of population - males","41.7",""
"2016","Slovakia","Median age of population - females","41.0",""
"2016","Slovakia","Median age of population","39.4",""
"2016","Slovakia","Median age of population - males","38.0",""
"2016","Finland","Median age of population - females","44.3",""
"2016","Finland","Median age of population","42.5",""
"2016","Finland","Median age of population - males","40.8",""
"2016","Sweden","Median age of population - females","41.9",""
"2016","Sweden","Median age of population","40.9",""
"2016","Sweden","Median age of population - males","39.9",""
"2016","Iceland","Median age of population - females","36.8",""
"2016","Iceland","Median age of population","36.1",""
"2016","Iceland","Median age of population - males","35.5",""
"2016","Liechtenstein","Median age of population - females","44.0",""
"2016","Liechtenstein","Median age of population","43.3",""
"2016","Liechtenstein","Median age of population - males","42.4",""
"2016","Norway","Median age of population - females","40.0",""
"2016","Norway","Median age of population","39.2",""
"2016","Norway","Median age of population - males","38.5",""
"2016","Switzerland","Median age of population - females","43.3",""
"2016","Switzerland","Median age of population","42.3",""
"2016","Switzerland","Median age of population - males","41.3",""
"2016","United Kingdom","Median age of population - females","41.2",""
"2016","United Kingdom","Median age of population","40.0",""
"2016","United Kingdom","Median age of population - males","38.8",""
"2016","Montenegro","Median age of population - females","39.4",""
"2016","Montenegro","Median age of population","38.0",""
"2016","Montenegro","Median age of population - males","36.5",""
"2016","North Macedonia","Median age of population - females","38.7",""
"2016","North Macedonia","Median age of population","37.7",""
"2016","North Macedonia","Median age of population - males","36.8",""
"2016","Albania","Median age of population - females","36.7",""
"2016","Albania","Median age of population","35.2",""
"2016","Albania","Median age of population - males","33.8",""
"2016","Serbia","Median age of population - females","45.0",""
"2016","Serbia","Median age of population","43.2",""
"2016","Serbia","Median age of population - males","41.4",""
"2016","Turkey","Median age of population - females","31.7",""
"2016","Turkey","Median age of population","31.1",""
"2016","Turkey","Median age of population - males","30.4",""
"2016","Andorra","Median age of population - females",":",""
"2016","Andorra","Median age of population",":",""
"2016","Andorra","Median age of population - males",":",""
"2016","Belarus","Median age of population - females","42.8",""
"2016","Belarus","Median age of population","39.6",""
"2016","Belarus","Median age of population - males","36.4",""
"2016","Bosnia and Herzegovina","Median age of population - females",":",""
"2016","Bosnia and Herzegovina","Median age of population",":",""
"2016","Bosnia and Herzegovina","Median age of population - males",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - females","28.0",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population","27.1",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - males","26.3",""
"2016","Moldova","Median age of population - females",":",""
"2016","Moldova","Median age of population",":",""
"2016","Moldova","Median age of population - males",":",""
"2016","Monaco","Median age of population - females",":",""
"2016","Monaco","Median age of population",":",""
"2016","Monaco","Median age of population - males",":",""
"2016","Russia","Median age of population - females",":",""
"2016","Russia","Median age of population",":",""
"2016","Russia","Median age of population - males",":",""
"2016","San Marino","Median age of population - females",":",""
"2016","San Marino","Median age of population",":",""
"2016","San Marino","Median age of population - males",":",""
"2016","Ukraine","Median age of population - females","43.4",""
"2016","Ukraine","Median age of population","40.2",""
"2016","Ukraine","Median age of population - males","37.0",""
"2016","Armenia","Median age of population - females","36.3",""
"2016","Armenia","Median age of population","34.3",""
"2016","Armenia","Median age of population - males","32.3",""
"2016","Azerbaijan","Median age of population - females","32.1",""
"2016","Azerbaijan","Median age of population","30.9",""
"2016","Azerbaijan","Median age of population - males","29.6",""
"2016","Georgia","Median age of population - females","40.3",""
"2016","Georgia","Median age of population","37.7",""
"2016","Georgia","Median age of population - males","35.0",""
"2017","Belgium","Median age of population - females","42.7",""
"2017","Belgium","Median age of population","41.5",""
"2017","Belgium","Median age of population - males","40.4",""
"2017","Bulgaria","Median age of population - females","46.0",""
"2017","Bulgaria","Median age of population","43.9",""
"2017","Bulgaria","Median age of population - males","42.0",""
"2017","Czechia","Median age of population - females","43.2",""
"2017","Czechia","Median age of population","41.9",""
"2017","Czechia","Median age of population - males","40.8",""
"2017","Denmark","Median age of population - females","42.6",""
"2017","Denmark","Median age of population","41.6",""
"2017","Denmark","Median age of population - males","40.7",""
"2017","Germany (until 1990 former territory of the FRG)","Median age of population - females","47.3",""
"2017","Germany (until 1990 former territory of the FRG)","Median age of population","45.9",""
"2017","Germany (until 1990 former territory of the FRG)","Median age of population - males","44.3",""
"2017","Germany including former GDR","Median age of population - females","47.3",""
"2017","Germany including former GDR","Median age of population","45.9",""
"2017","Germany including former GDR","Median age of population - males","44.3",""
"2017","Estonia","Median age of population - females","45.2",""
"2017","Estonia","Median age of population","41.8",""
"2017","Estonia","Median age of population - males","38.5",""
"2017","Ireland","Median age of population - females","37.3",""
"2017","Ireland","Median age of population","36.9",""
"2017","Ireland","Median age of population - males","36.5",""
"2017","Greece","Median age of population - females","45.6",""
"2017","Greece","Median age of population","44.2",""
"2017","Greece","Median age of population - males","42.8",""
"2017","Spain","Median age of population - females","44.3",""
"2017","Spain","Median age of population","43.2",""
"2017","Spain","Median age of population - males","42.2",""
"2017","France","Median age of population - females","42.9",""
"2017","France","Median age of population","41.4",""
"2017","France","Median age of population - males","39.9",""
"2017","France (metropolitan)","Median age of population - females",":",""
"2017","France (metropolitan)","Median age of population",":",""
"2017","France (metropolitan)","Median age of population - males",":",""
"2017","Croatia","Median age of population - females","45.5",""
"2017","Croatia","Median age of population","43.4",""
"2017","Croatia","Median age of population - males","41.3",""
"2017","Italy","Median age of population - females","47.3",""
"2017","Italy","Median age of population","45.9",""
"2017","Italy","Median age of population - males","44.5",""
"2017","Cyprus","Median age of population - females","38.1",""
"2017","Cyprus","Median age of population","37.4",""
"2017","Cyprus","Median age of population - males","36.6",""
"2017","Latvia","Median age of population - females","46.7",""
"2017","Latvia","Median age of population","43.1",""
"2017","Latvia","Median age of population - males","39.3",""
"2017","Lithuania","Median age of population - females","46.7",""
"2017","Lithuania","Median age of population","43.4",""
"2017","Lithuania","Median age of population - males","39.6",""
"2017","Luxembourg","Median age of population - females","39.9","b"
"2017","Luxembourg","Median age of population","39.4","b"
"2017","Luxembourg","Median age of population - males","38.9","b"
"2017","Hungary","Median age of population - females","44.5",""
"2017","Hungary","Median age of population","42.3",""
"2017","Hungary","Median age of population - males","40.4",""
"2017","Malta","Median age of population - females","41.8",""
"2017","Malta","Median age of population","40.6",""
"2017","Malta","Median age of population - males","39.5",""
"2017","Netherlands","Median age of population - females","43.4",""
"2017","Netherlands","Median age of population","42.5",""
"2017","Netherlands","Median age of population - males","41.6",""
"2017","Austria","Median age of population - females","44.5",""
"2017","Austria","Median age of population","43.0",""
"2017","Austria","Median age of population - males","41.5",""
"2017","Poland","Median age of population - females","42.0",""
"2017","Poland","Median age of population","40.3",""
"2017","Poland","Median age of population - males","38.6",""
"2017","Portugal","Median age of population - females","45.9",""
"2017","Portugal","Median age of population","44.4",""
"2017","Portugal","Median age of population - males","42.8",""
"2017","Romania","Median age of population - females","43.5",""
"2017","Romania","Median age of population","41.8",""
"2017","Romania","Median age of population - males","40.2",""
"2017","Slovenia","Median age of population - females","45.1",""
"2017","Slovenia","Median age of population","43.5",""
"2017","Slovenia","Median age of population - males","42.0",""
"2017","Slovakia","Median age of population - females","41.4",""
"2017","Slovakia","Median age of population","39.8",""
"2017","Slovakia","Median age of population - males","38.4",""
"2017","Finland","Median age of population - females","44.4",""
"2017","Finland","Median age of population","42.5",""
"2017","Finland","Median age of population - males","40.9",""
"2017","Sweden","Median age of population - females","41.9",""
"2017","Sweden","Median age of population","40.8",""
"2017","Sweden","Median age of population - males","39.7",""
"2017","Iceland","Median age of population - females","36.9",""
"2017","Iceland","Median age of population","36.3",""
"2017","Iceland","Median age of population - males","35.7",""
"2017","Liechtenstein","Median age of population - females","44.4",""
"2017","Liechtenstein","Median age of population","43.6",""
"2017","Liechtenstein","Median age of population - males","42.7",""
"2017","Norway","Median age of population - females","40.1",""
"2017","Norway","Median age of population","39.3",""
"2017","Norway","Median age of population - males","38.6",""
"2017","Switzerland","Median age of population - females","43.4",""
"2017","Switzerland","Median age of population","42.3",""
"2017","Switzerland","Median age of population - males","41.3",""
"2017","United Kingdom","Median age of population - females","41.2",""
"2017","United Kingdom","Median age of population","40.0",""
"2017","United Kingdom","Median age of population - males","38.8",""
"2017","Montenegro","Median age of population - females","39.7",""
"2017","Montenegro","Median age of population","38.2",""
"2017","Montenegro","Median age of population - males","36.7",""
"2017","North Macedonia","Median age of population - females","39.0",""
"2017","North Macedonia","Median age of population","38.0",""
"2017","North Macedonia","Median age of population - males","37.2",""
"2017","Albania","Median age of population - females","37.0",""
"2017","Albania","Median age of population","35.6",""
"2017","Albania","Median age of population - males","34.3",""
"2017","Serbia","Median age of population - females","45.1",""
"2017","Serbia","Median age of population","43.3",""
"2017","Serbia","Median age of population - males","41.6",""
"2017","Turkey","Median age of population - females","32.0",""
"2017","Turkey","Median age of population","31.4",""
"2017","Turkey","Median age of population - males","30.8",""
"2017","Andorra","Median age of population - females",":",""
"2017","Andorra","Median age of population",":",""
"2017","Andorra","Median age of population - males",":",""
"2017","Belarus","Median age of population - females","42.9",""
"2017","Belarus","Median age of population","39.7",""
"2017","Belarus","Median age of population - males","36.6",""
"2017","Bosnia and Herzegovina","Median age of population - females",":",""
"2017","Bosnia and Herzegovina","Median age of population",":",""
"2017","Bosnia and Herzegovina","Median age of population - males",":",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - females","30.2",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population","29.1",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - males","28.1",""
"2017","Moldova","Median age of population - females","38.1",""
"2017","Moldova","Median age of population","36.2",""
"2017","Moldova","Median age of population - males","34.4",""
"2017","Monaco","Median age of population - females",":",""
"2017","Monaco","Median age of population",":",""
"2017","Monaco","Median age of population - males",":",""
"2017","Russia","Median age of population - females",":",""
"2017","Russia","Median age of population",":",""
"2017","Russia","Median age of population - males",":",""
"2017","San Marino","Median age of population - females",":",""
"2017","San Marino","Median age of population",":",""
"2017","San Marino","Median age of population - males",":",""
"2017","Ukraine","Median age of population - females","43.6",""
"2017","Ukraine","Median age of population","40.5",""
"2017","Ukraine","Median age of population - males","37.3",""
"2017","Armenia","Median age of population - females","36.6",""
"2017","Armenia","Median age of population","34.6",""
"2017","Armenia","Median age of population - males","32.6",""
"2017","Azerbaijan","Median age of population - females","32.6",""
"2017","Azerbaijan","Median age of population","31.3",""
"2017","Azerbaijan","Median age of population - males","30.0",""
"2017","Georgia","Median age of population - females","40.4",""
"2017","Georgia","Median age of population","37.8",""
"2017","Georgia","Median age of population - males","35.1",""
"2018","Belgium","Median age of population - females","42.8",""
"2018","Belgium","Median age of population","41.6",""
"2018","Belgium","Median age of population - males","40.5",""
"2018","Bulgaria","Median age of population - females","46.3",""
"2018","Bulgaria","Median age of population","44.1",""
"2018","Bulgaria","Median age of population - males","42.3",""
"2018","Czechia","Median age of population - females","43.5",""
"2018","Czechia","Median age of population","42.3",""
"2018","Czechia","Median age of population - males","41.1",""
"2018","Denmark","Median age of population - females","42.7",""
"2018","Denmark","Median age of population","41.8",""
"2018","Denmark","Median age of population - males","40.8",""
"2018","Germany (until 1990 former territory of the FRG)","Median age of population - females","47.5",""
"2018","Germany (until 1990 former territory of the FRG)","Median age of population","46.0",""
"2018","Germany (until 1990 former territory of the FRG)","Median age of population - males","44.3",""
"2018","Germany including former GDR","Median age of population - females","47.5",""
"2018","Germany including former GDR","Median age of population","46.0",""
"2018","Germany including former GDR","Median age of population - males","44.3",""
"2018","Estonia","Median age of population - females","45.3",""
"2018","Estonia","Median age of population","42.0",""
"2018","Estonia","Median age of population - males","38.7",""
"2018","Ireland","Median age of population - females","37.7",""
"2018","Ireland","Median age of population","37.3",""
"2018","Ireland","Median age of population - males","36.9",""
"2018","Greece","Median age of population - females","46.0",""
"2018","Greece","Median age of population","44.6",""
"2018","Greece","Median age of population - males","43.1",""
"2018","Spain","Median age of population - females","44.7",""
"2018","Spain","Median age of population","43.6",""
"2018","Spain","Median age of population - males","42.6",""
"2018","France","Median age of population - females","43.1","p"
"2018","France","Median age of population","41.6","p"
"2018","France","Median age of population - males","40.0","p"
"2018","France (metropolitan)","Median age of population - females",":",""
"2018","France (metropolitan)","Median age of population",":",""
"2018","France (metropolitan)","Median age of population - males",":",""
"2018","Croatia","Median age of population - females","45.8",""
"2018","Croatia","Median age of population","43.7",""
"2018","Croatia","Median age of population - males","41.7",""
"2018","Italy","Median age of population - females","47.7",""
"2018","Italy","Median age of population","46.3",""
"2018","Italy","Median age of population - males","44.9",""
"2018","Cyprus","Median age of population - females","38.1",""
"2018","Cyprus","Median age of population","37.5",""
"2018","Cyprus","Median age of population - males","36.9",""
"2018","Latvia","Median age of population - females","47.0",""
"2018","Latvia","Median age of population","43.3",""
"2018","Latvia","Median age of population - males","39.4",""
"2018","Lithuania","Median age of population - females","47.3",""
"2018","Lithuania","Median age of population","43.9",""
"2018","Lithuania","Median age of population - males","39.9",""
"2018","Luxembourg","Median age of population - females","39.9",""
"2018","Luxembourg","Median age of population","39.4",""
"2018","Luxembourg","Median age of population - males","39.0",""
"2018","Hungary","Median age of population - females","44.6",""
"2018","Hungary","Median age of population","42.6",""
"2018","Hungary","Median age of population - males","40.7",""
"2018","Malta","Median age of population - females","41.6",""
"2018","Malta","Median age of population","40.4",""
"2018","Malta","Median age of population - males","39.3",""
"2018","Netherlands","Median age of population - females","43.5",""
"2018","Netherlands","Median age of population","42.6",""
"2018","Netherlands","Median age of population - males","41.6",""
"2018","Austria","Median age of population - females","44.6",""
"2018","Austria","Median age of population","43.2",""
"2018","Austria","Median age of population - males","41.7",""
"2018","Poland","Median age of population - females","42.4",""
"2018","Poland","Median age of population","40.6",""
"2018","Poland","Median age of population - males","38.9",""
"2018","Portugal","Median age of population - females","46.3",""
"2018","Portugal","Median age of population","44.8",""
"2018","Portugal","Median age of population - males","43.2",""
"2018","Romania","Median age of population - females","43.8",""
"2018","Romania","Median age of population","42.1",""
"2018","Romania","Median age of population - males","40.5",""
"2018","Slovenia","Median age of population - females","45.4",""
"2018","Slovenia","Median age of population","43.8",""
"2018","Slovenia","Median age of population - males","42.3",""
"2018","Slovakia","Median age of population - females","41.7",""
"2018","Slovakia","Median age of population","40.2",""
"2018","Slovakia","Median age of population - males","38.8",""
"2018","Finland","Median age of population - females","44.4",""
"2018","Finland","Median age of population","42.7",""
"2018","Finland","Median age of population - males","41.1",""
"2018","Sweden","Median age of population - females","41.8",""
"2018","Sweden","Median age of population","40.6",""
"2018","Sweden","Median age of population - males","39.6",""
"2018","Iceland","Median age of population - females","37.0",""
"2018","Iceland","Median age of population","36.3",""
"2018","Iceland","Median age of population - males","35.8",""
"2018","Liechtenstein","Median age of population - females","44.8",""
"2018","Liechtenstein","Median age of population","44.0",""
"2018","Liechtenstein","Median age of population - males","43.0",""
"2018","Norway","Median age of population - females","40.3",""
"2018","Norway","Median age of population","39.5",""
"2018","Norway","Median age of population - males","38.8",""
"2018","Switzerland","Median age of population - females","43.5",""
"2018","Switzerland","Median age of population","42.4",""
"2018","Switzerland","Median age of population - males","41.4",""
"2018","United Kingdom","Median age of population - females","41.3",""
"2018","United Kingdom","Median age of population","40.1",""
"2018","United Kingdom","Median age of population - males","38.9",""
"2018","Montenegro","Median age of population - females","40.0",""
"2018","Montenegro","Median age of population","38.5",""
"2018","Montenegro","Median age of population - males","37.0",""
"2018","North Macedonia","Median age of population - females","39.3",""
"2018","North Macedonia","Median age of population","38.4",""
"2018","North Macedonia","Median age of population - males","37.5",""
"2018","Albania","Median age of population - females","37.2",""
"2018","Albania","Median age of population","36.1",""
"2018","Albania","Median age of population - males","35.0",""
"2018","Serbia","Median age of population - females","45.3",""
"2018","Serbia","Median age of population","43.5",""
"2018","Serbia","Median age of population - males","41.8",""
"2018","Turkey","Median age of population - females","32.4",""
"2018","Turkey","Median age of population","31.7",""
"2018","Turkey","Median age of population - males","31.1",""
"2018","Andorra","Median age of population - females",":",""
"2018","Andorra","Median age of population",":",""
"2018","Andorra","Median age of population - males",":",""
"2018","Belarus","Median age of population - females","43.1",""
"2018","Belarus","Median age of population","39.9",""
"2018","Belarus","Median age of population - males","36.8",""
"2018","Bosnia and Herzegovina","Median age of population - females",":",""
"2018","Bosnia and Herzegovina","Median age of population",":",""
"2018","Bosnia and Herzegovina","Median age of population - males",":",""
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - females","30.2",""
